3.674024473147518438e+04,5.195676410605069395e+04,-4.827869385334781782e+01,1.352597138284501455e+02,1.600236241076408987e+03,-7.684969312100555783e+00,1.679494313972944383e+03
4.565637435519559949e+04,1.449882092851931520e+04,-2.532229856019275758e+02,5.930919026798079585e+01,1.605832150345834179e+03,7.840217378224022582e+01,1.490525680829109206e+03
1.266466774716421787e+04,8.803452188006532378e+04,-3.637978807091712952e-12,4.071676347074556190e+01,2.545471864590583664e+02,-1.291951110478126452e+01,2.810164027862233525e+02
4.638958333333333576e+04,2.740624999999998909e+04,-6.848940667336458864e+04,1.749912369479166330e+01,1.017097178039583241e+03,1.872684410833333502e+01,-6.743608329891668109e+04
4.933717948718017578e+04,2.481680911680959252e+04,-1.334283563433392601e+02,7.918433251128918471e+01,1.887992430018341111e+03,7.494126698924497987e+01,1.908689673538461875e+03
3.803035454103939992e+04,4.094779018941230606e+04,-5.837630899430807858e+02,1.401104052264204824e+02,3.485358711372556172e+03,5.171012099820310937e+01,3.090728529056146726e+03
2.398047079337438845e+04,8.142981691369313921e+03,-6.339870115253359018e+01,2.143672673438535412e+02,7.725877606646456570e+02,6.960588879687013559e+02,1.619615214284307058e+03
4.107248201438832621e+04,3.204451438848956241e+04,-4.486626927596245196e+02,1.869715147986960631e+02,2.157021155557735256e+03,-4.161782942486522074e+01,1.853712147867582189e+03
2.987149797570828014e+04,6.950615384615436778e+04,-1.943998432611822409e+02,5.359326908854269789e+01,2.955256933225262401e+03,-2.742255869218622877e+01,2.784567885314454543e+03
2.329045161290378746e+04,8.681415053763496689e+04,4.433786671143025160e-11,-5.735568721161058647e+00,4.657325612254085172e+02,3.233007803053773443e+00,4.631870391985378888e+02
5.238181818181818380e+04,2.036363636363637852e+04,-1.631646881134999858e+05,2.770967762090909332e+02,6.655406696818180308e+02,1.554575988181818147e+01,-1.622065058457272535e+05
2.872160278745625692e+04,9.521196283391458564e+04,2.046363078989088535e-11,5.939958697148662736e+01,1.905815608760035502e+02,-7.030211786986062350e+01,1.790601553049353925e+02
3.718011027963766537e+04,6.149291059472282359e+04,-1.909407626141005494e+02,5.161487285659704582e+01,8.253888975529691834e+02,-7.591529344241851618e+01,6.101477152182749251e+02
5.697736842105352844e+04,1.545324561403558619e+04,-3.550192805555724362e+02,4.497841823236840497e+01,1.921458118449911808e+03,1.010219106783334553e+02,1.713470965437017867e+03
4.526461538461541932e+04,2.821000000000001819e+04,-4.119909449340771971e+04,7.639162379961537397e+01,1.214665741334999893e+03,3.569023409307692418e+01,-3.987234699742691009e+04
1.887839248434300316e+04,6.867870563674371806e+04,-1.407661562495217140e+02,-6.584020137019820140e+01,4.568771909689361337e+02,-2.023382771085564968e+00,2.474401147196252850e+02
2.623717146433076414e+04,2.281180642469801387e+04,-6.862943153775870542e+01,2.142088642348765291e+02,8.994578259795559916e+02,2.534234950938642683e+01,1.070379608191072521e+03
4.616285266457709076e+04,4.685078369905944419e+04,-2.245151687346871086e+02,1.189650742195140651e+02,1.294498791075117651e+03,-7.851388172688146483e+00,1.185207379791223048e+03
5.105238095238095411e+04,2.123809523809525490e+04,-1.028059134643333527e+05,1.447617498714286057e+02,8.240712607904761171e+02,1.976668393095237874e+01,-1.018173139153809752e+05
2.253001111522861174e+04,7.751030011115282832e+04,5.377387424232438207e-11,-3.794495211341235574e+01,2.542627990334431161e+02,2.869426245272321907e+01,2.450121094220079385e+02
2.966149208741512484e+04,3.333654860587827716e+04,-5.259533846318072392e+01,1.323844269181990683e+02,1.112393902608251892e+03,-9.337786574728703215e+01,1.098906816406368080e+03
5.086779661016957834e+04,1.823389830508467639e+04,-1.854613199903474742e+04,3.742101234491526185e+01,1.590213236835593307e+03,8.066495432754237527e+01,-1.666104452713348292e+04
4.415500000000007276e+04,1.166611111111114878e+05,-2.728484105318784714e-12,1.023101199888888857e+02,8.640199666842818260e-12,-4.912583080611106823e+01,5.298412590277814616e+01
3.722804428044284577e+04,2.294789667896727769e+04,-4.518987793279654852e+01,1.393500424737268304e+02,1.697174310568265355e+03,6.219690181228781967e+01,1.853531377075495811e+03
5.004491778774357954e+04,3.666689088191356132e+04,-1.449652817362507449e+02,9.532900424222719948e+01,1.088422773732361748e+03,6.190984414252618961e+01,1.101752614036323394e+03
3.518032367972750944e+04,1.268747870528160274e+04,-1.485991920914142383e+02,1.971407975254258815e+02,1.245250896583773510e+03,1.136390082086027746e+02,1.407660363453833270e+03
5.958232945091600413e+04,2.829926788685569409e+04,-4.728715529791929839e+01,3.641475090019965677e+01,1.261103330173910081e+03,1.445406178597007454e+02,1.395529745029583410e+03
3.430867124142226385e+04,8.108852152214653324e+04,-9.555871530717558926e+01,-1.767720816802840034e+01,1.071133612536712690e+03,-1.894116349023706647e+01,9.389890500545859595e+02
4.037692307692309987e+04,4.147150997150998592e+04,-1.932238599229374449e+04,1.084201773552706527e+02,1.568052038870655451e+03,4.642295304814813761e+01,-1.759949078802592703e+04
2.633979328165397237e+04,5.921136950904437981e+04,-1.588868181154293779e+01,3.769797311218782454e+01,8.032105154054254399e+02,-7.500479996300607866e+01,7.502290732334621453e+02
